nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,data_source
FRA,"FW,MF",23-273,2002,3,0,107,1.2,1,2,3,1,0,0,0,0,0.84,1.68,2.52,0.84,2.52,big5_club
NED,FW,23-112,2003,10,4,443,4.9,4,2,6,4,0,0,3,0,0.81,0.41,1.22,0.81,1.22,big5_club
FRA,"MF,FW",22-292,2003,11,7,555,6.2,0,2,2,0,0,0,1,0,0.0,0.32,0.32,0.0,0.32,big5_club
MAR,MF,20-185,2005,12,6,510,5.7,0,1,1,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,big5_club
CIV,"DF,MF",23-221,2002,24,23,2061,22.9,2,6,8,2,0,0,3,0,0.09,0.26,0.35,0.09,0.35,big5_club
FRA,MF,18-184,2007,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"DF,MF",22-306,2003,25,25,2072,23.0,0,2,2,0,0,0,4,2,0.0,0.09,0.09,0.0,0.09,big5_club
FRA,FW,18-100,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,FW,23-231,2002,27,24,2193,24.4,16,1,17,11,5,6,3,0,0.66,0.04,0.7,0.45,0.49,big5_club
PAR,"MF,FW",22-123,2004,27,22,1883,20.9,3,6,9,2,1,1,2,0,0.14,0.29,0.43,0.1,0.38,big5_club
FRA,"DF,MF",23-015,2003,5,5,377,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SWE,GK,36-118,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ECU,"MF,FW",19-022,2007,15,4,424,4.7,1,0,1,1,0,0,0,0,0.21,0.0,0.21,0.21,0.21,big5_club
DEN,DF,19-337,2006,24,21,1792,19.9,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,DF,20-270,2005,15,15,1305,14.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,MF,23-073,2003,28,18,1584,17.6,10,1,11,10,0,0,2,0,0.57,0.06,0.62,0.57,0.62,big5_club
FRA,MF,20-128,2006,12,4,409,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
POL,"MF,DF",21-200,2004,8,6,446,5.0,1,0,1,1,0,0,3,0,0.2,0.0,0.2,0.2,0.2,big5_club
BEL,GK,20-299,2005,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,20-182,2005,4,0,51,0.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,big5_club
POR,"MF,DF",21-097,2005,12,6,588,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,big5_club
MAR,MF,20-232,2005,33,25,2128,23.6,1,2,3,1,0,0,4,0,0.04,0.08,0.13,0.04,0.13,big5_club
ENG,"MF,DF",19-312,2006,25,9,1047,11.6,2,2,4,2,0,0,2,0,0.17,0.17,0.34,0.17,0.34,big5_club
SWE,MF,24-010,2002,19,11,1050,11.7,7,2,9,7,0,0,0,0,0.6,0.17,0.77,0.6,0.77,big5_club
FRA,MF,17-013,2009,4,0,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,MF,21-307,2004,27,24,2168,24.1,2,4,6,2,0,0,5,1,0.08,0.17,0.25,0.08,0.25,big5_club
SEN,FW,18-222,2007,3,2,154,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,18-076,2008,23,12,1092,12.1,1,1,2,1,0,0,5,1,0.08,0.08,0.16,0.08,0.16,big5_club
NOR,MF,28-036,1998,28,28,2419,26.9,4,4,8,1,3,3,10,1,0.15,0.15,0.3,0.04,0.19,big5_club
ENG,DF,23-282,2002,29,28,2533,28.1,3,2,5,3,0,0,8,0,0.11,0.07,0.18,0.11,0.18,big5_club
VEN,MF,26-126,2000,30,28,2495,27.7,2,3,5,2,0,1,6,0,0.07,0.11,0.18,0.07,0.18,big5_club
FRA,MF,20-100,2006,27,22,1871,20.8,2,1,3,2,0,0,9,0,0.1,0.05,0.14,0.1,0.14,big5_club
FRA,"MF,DF",33-301,1992,32,25,2141,23.8,3,4,7,2,1,2,1,0,0.13,0.17,0.29,0.08,0.25,big5_club
BRA,FW,21-314,2004,27,18,1499,16.7,6,2,8,6,0,0,5,1,0.36,0.12,0.48,0.36,0.48,big5_club
GHA,MF,25-029,2001,8,7,526,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
CMR,"FW,MF",26-264,1999,17,16,1253,13.9,5,1,6,5,0,1,3,0,0.36,0.07,0.43,0.36,0.43,big5_club
FRA,GK,21-076,2005,33,33,2939,32.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,18-040,2008,3,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CAN,FW,23-255,2002,13,5,472,5.2,1,0,1,1,0,0,0,0,0.19,0.0,0.19,0.19,0.19,big5_club
FRA,"MF,DF",19-301,2006,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,MF,19-170,2006,13,1,195,2.2,2,0,2,2,0,0,0,0,0.92,0.0,0.92,0.92,0.92,big5_club
NOR,GK,27-348,1998,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SVK,MF,22-011,2004,25,6,651,7.2,1,0,1,1,0,0,4,0,0.14,0.0,0.14,0.14,0.14,big5_club
USA,DF,27-090,1999,29,27,2404,26.7,0,2,2,0,0,0,7,1,0.0,0.07,0.07,0.0,0.07,big5_club
FRA,FW,19-248,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,20-234,2005,12,2,256,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,MF,22-264,2003,15,13,1181,13.1,1,2,3,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,big5_club
FRA,MF,23-028,2003,12,5,502,5.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
DEN,DF,29-071,1997,32,30,2564,28.5,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04,big5_club
ARG,"MF,FW",21-098,2005,28,14,1306,14.5,4,6,10,4,0,0,4,0,0.28,0.41,0.69,0.28,0.69,big5_club
FRA,DF,18-340,2007,9,4,444,4.9,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,big5_club
NOR,MF,25-196,2000,24,7,870,9.7,1,1,2,1,0,0,1,0,0.1,0.1,0.21,0.1,0.21,big5_club
FRA,"MF,FW",25-132,2001,31,30,2601,28.9,8,3,11,8,0,0,1,1,0.28,0.1,0.38,0.28,0.38,big5_club
LUX,MF,20,2005,3,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"MF,FW",27,1998,29,25,2097,23.3,5,4,9,4,1,2,3,0,0.21,0.17,0.39,0.17,0.34,big5_club
GER,"MF,FW",21,2004,28,18,1743,19.4,6,0,6,6,0,0,3,0,0.31,0.0,0.31,0.31,0.31,big5_club
GER,MF,26,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,DF,24,2001,11,9,829,9.2,2,0,2,2,0,0,1,0,0.22,0.0,0.22,0.22,0.22,big5_club
SUI,DF,27,1998,27,20,1816,20.2,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,DF,23,2002,18,17,1489,16.5,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,big5_club
GRE,MF,29,1995,27,25,1888,21.0,2,5,7,2,0,0,8,0,0.1,0.24,0.33,0.1,0.33,big5_club
TUN,"MF,FW",25,1999,10,7,497,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
KVX,MF,27,1997,26,10,1118,12.4,2,0,2,2,0,0,4,0,0.16,0.0,0.16,0.16,0.16,big5_club
SUI,MF,23,2002,32,28,2343,26.0,6,3,9,4,2,2,4,0,0.23,0.12,0.35,0.15,0.27,big5_club
GER,GK,27,1998,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,24,2001,33,29,2427,27.0,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,big5_club
TUN,MF,21,2004,6,0,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,DF,34,1991,11,10,848,9.4,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,big5_club
GER,DF,28,1997,24,22,2031,22.6,0,1,1,0,0,1,7,1,0.0,0.04,0.04,0.0,0.04,big5_club
CRO,"MF,DF",28,1997,26,18,1653,18.4,2,1,3,2,0,0,5,0,0.11,0.05,0.16,0.11,0.16,big5_club
DEN,MF,28,1996,7,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,30,1995,29,12,1019,11.3,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,big5_club
GER,"MF,FW",20,2005,28,17,1464,16.3,2,4,6,2,0,0,1,0,0.12,0.25,0.37,0.12,0.37,big5_club
AUT,FW,31,1994,17,11,913,10.1,6,2,8,5,1,1,2,0,0.59,0.2,0.79,0.49,0.69,big5_club
USA,DF,18,2006,23,20,1725,19.2,1,1,2,1,0,0,8,0,0.05,0.05,0.1,0.05,0.1,big5_club
GER,FW,28,1997,10,0,198,2.2,1,0,1,1,0,0,2,0,0.45,0.0,0.45,0.45,0.45,big5_club
GER,MF,27,1998,34,31,2799,31.1,3,2,5,3,0,0,2,0,0.1,0.06,0.16,0.1,0.16,big5_club
POR,FW,20,2005,14,6,636,7.1,2,0,2,2,0,0,1,0,0.28,0.0,0.28,0.28,0.28,big5_club
COD,"MF,FW",27,1998,14,2,414,4.6,1,0,1,1,0,0,2,0,0.22,0.0,0.22,0.22,0.22,big5_club
GER,MF,17,2008,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NGA,FW,19,2006,5,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,"MF,DF",25,2000,6,2,248,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,21,2004,24,16,1462,16.2,3,1,4,3,0,0,2,0,0.18,0.06,0.25,0.18,0.25,big5_club
CAN,DF,24,2000,13,6,525,5.8,1,3,4,1,0,0,1,0,0.17,0.51,0.69,0.17,0.69,big5_club
SEN,MF,17,2007,4,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,DF,16,2009,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,FW,18,2007,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,DF,26,1998,24,21,1794,19.9,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,big5_club
TUR,DF,18,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,16,2009,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
PER,MF,18,2007,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,"FW,MF",32,1993,31,25,2377,26.4,36,5,41,26,10,11,1,0,1.36,0.19,1.55,0.98,1.17,big5_club
JPN,DF,26,1999,16,10,920,10.2,1,2,3,1,0,0,0,0,0.1,0.2,0.29,0.1,0.29,big5_club
GER,"MF,FW",22,2003,15,7,683,7.6,3,4,7,2,1,1,1,0,0.4,0.53,0.92,0.26,0.79,big5_club
SWE,FW,18,2007,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,GK,21,2003,14,11,1111,12.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,DF,29,1996,28,23,2018,22.4,2,1,3,2,0,0,7,0,0.09,0.04,0.13,0.09,0.13,big5_club
GER,MF,30,1995,29,24,2280,25.3,2,8,10,2,0,0,4,0,0.08,0.32,0.39,0.08,0.39,big5_club
CRO,DF,25,2000,26,19,1857,20.6,2,3,5,2,0,0,1,0,0.1,0.15,0.24,0.1,0.24,big5_club
KOR,DF,28,1996,25,19,1602,17.8,1,1,2,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,big5_club
AUT,DF,28,1997,29,22,1994,22.2,3,9,12,3,0,0,9,0,0.14,0.41,0.54,0.14,0.54,big5_club
GER,MF,17,2008,26,16,1281,14.2,5,5,10,5,0,0,1,0,0.35,0.35,0.7,0.35,0.7,big5_club
GER,MF,30,1995,31,25,1947,21.6,5,3,8,5,0,0,4,0,0.23,0.14,0.37,0.23,0.37,big5_club
COL,MF,28,1997,32,27,2447,27.2,15,14,29,15,0,0,7,1,0.55,0.51,1.07,0.55,1.07,big5_club
GER,GK,39,1986,22,22,1859,20.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,MF,16,2008,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,23,2001,32,23,2316,25.7,15,19,34,15,0,0,8,0,0.58,0.74,1.32,0.58,1.32,big5_club
SEN,FW,24,2001,23,12,1007,11.2,8,1,9,8,0,0,2,1,0.71,0.09,0.8,0.71,0.8,big5_club
POR,MF,31,1993,18,8,784,8.7,5,2,7,5,0,0,0,0,0.57,0.23,0.8,0.57,0.8,big5_club
FRA,DF,24,2000,9,5,463,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,30,1995,21,16,1219,13.5,8,6,14,8,0,0,1,0,0.59,0.44,1.03,0.59,1.03,big5_club
GER,GK,36,1988,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,"DF,MF",20,2005,26,14,1302,14.5,3,3,6,3,0,0,2,0,0.21,0.21,0.41,0.21,0.41,big5_club
GER,FW,16,2008,4,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,DF,20,2005,6,4,368,4.1,1,0,1,1,0,0,0,0,0.24,0.0,0.24,0.24,0.24,big5_club
GER,DF,19,2006,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
AUT,"MF,FW",21,2003,28,8,919,10.2,2,0,2,2,0,0,2,0,0.2,0.0,0.2,0.2,0.2,big5_club
USA,FW,19,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SWE,MF,23,2002,33,27,2454,27.3,2,2,4,2,0,0,0,0,0.07,0.07,0.15,0.07,0.15,big5_club
GER,DF,31,1994,9,7,621,6.9,3,0,3,0,3,3,3,0,0.43,0.0,0.43,0.0,0.0,big5_club
GER,MF,24,2000,29,25,2176,24.2,2,3,5,2,0,1,0,0,0.08,0.12,0.21,0.08,0.21,big5_club
ITA,DF,20,2005,4,2,131,1.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,big5_club
POR,"FW,MF",23,2002,28,7,817,9.1,2,6,8,2,0,0,3,0,0.22,0.66,0.88,0.22,0.88,big5_club
SUI,GK,27,1997,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,19,2005,32,20,1786,19.8,0,1,1,0,0,0,2,1,0.0,0.05,0.05,0.0,0.05,big5_club
GER,"MF,FW",29,1996,29,17,1606,17.8,7,4,11,7,0,0,0,0,0.39,0.22,0.62,0.39,0.62,big5_club
NOR,MF,27,1997,31,26,2266,25.2,0,15,15,0,0,0,8,0,0.0,0.6,0.6,0.0,0.6,big5_club
GER,"MF,FW",23,2002,28,15,1195,13.3,7,4,11,7,0,0,5,0,0.53,0.3,0.83,0.53,0.83,big5_club
ITA,DF,17,2008,8,6,511,5.7,1,0,1,1,0,0,2,0,0.18,0.0,0.18,0.18,0.18,big5_club
AUT,MF,31,1994,26,21,1817,20.2,1,2,3,1,0,0,3,0,0.05,0.1,0.15,0.05,0.15,big5_club
USA,FW,16,2009,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,"MF,FW",22,2002,32,24,2026,22.5,9,6,15,9,0,0,3,0,0.4,0.27,0.67,0.4,0.67,big5_club
GER,DF,25,1999,28,28,2520,28.0,5,1,6,5,0,0,8,0,0.18,0.04,0.21,0.18,0.21,big5_club
GER,DF,29,1995,11,7,486,5.4,0,1,1,0,0,0,3,0,0.0,0.19,0.19,0.0,0.19,big5_club
GER,MF,34,1991,11,7,613,6.8,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,big5_club
ALG,DF,30,1995,21,15,1530,17.0,5,2,7,3,2,2,6,0,0.29,0.12,0.41,0.18,0.29,big5_club
TUR,MF,27,1998,11,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,17,2008,7,4,384,4.3,1,0,1,1,0,0,2,0,0.23,0.0,0.23,0.23,0.23,big5_club
GUI,FW,29,1996,33,27,2337,26.0,17,1,18,16,1,3,3,0,0.65,0.04,0.69,0.62,0.65,big5_club
GER,DF,29,1996,32,32,2880,32.0,2,0,2,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06,big5_club
BRA,MF,23,2002,19,11,997,11.1,2,2,4,2,0,0,4,0,0.18,0.18,0.36,0.18,0.36,big5_club
GER,"MF,FW",23,2002,28,12,1326,14.7,4,1,5,4,0,0,3,0,0.27,0.07,0.34,0.27,0.34,big5_club
FRA,"FW,MF",23,2002,19,17,1417,15.7,6,1,7,6,0,0,4,0,0.38,0.06,0.44,0.38,0.44,big5_club
BEL,DF,25,2000,24,24,2141,23.8,1,0,1,1,0,0,8,0,0.04,0.0,0.04,0.04,0.04,big5_club
SUI,DF,22,2003,24,18,1678,18.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,DF,28,1997,4,1,144,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
MAR,"MF,FW",20,2004,17,6,586,6.5,2,3,5,2,0,0,1,0,0.31,0.46,0.77,0.31,0.77,big5_club
TUR,MF,19,2005,21,15,1156,12.8,8,4,12,7,1,1,3,0,0.62,0.31,0.93,0.54,0.86,big5_club
GER,DF,19,2005,5,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
TUN,"MF,DF",30,1995,25,16,1444,16.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,FW,22,2003,10,3,324,3.6,0,1,1,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28,big5_club
ALG,MF,22,2002,28,21,1792,19.9,2,9,11,2,0,0,2,0,0.1,0.45,0.55,0.1,0.55,big5_club
SWE,MF,21,2004,25,21,1812,20.1,2,2,4,2,0,0,0,0,0.1,0.1,0.2,0.1,0.2,big5_club
FRA,"MF,FW",20,2005,27,15,1331,14.8,3,4,7,3,0,0,2,0,0.2,0.27,0.47,0.2,0.47,big5_club
GER,FW,25,2000,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,FW,25,2000,22,15,1336,14.8,13,1,14,9,4,4,1,0,0.88,0.07,0.94,0.61,0.67,big5_club
BRA,GK,22,2003,13,13,1084,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SWE,MF,17,2008,5,1,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,"MF,FW",29,1996,15,8,716,8.0,2,3,5,2,0,0,0,0,0.25,0.38,0.63,0.25,0.63,big5_club
GER,MF,33,1992,21,8,886,9.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,GK,30,1995,22,21,1976,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,FW,31,1993,6,1,139,1.5,1,0,1,0,1,1,0,0,0.65,0.0,0.65,0.0,0.0,big5_club
GER,"MF,DF",22,2003,33,29,2656,29.5,4,4,8,4,0,0,3,0,0.14,0.14,0.27,0.14,0.27,big5_club
GER,DF,21,2004,23,16,1500,16.7,1,2,3,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18,big5_club
DEN,MF,20,2005,24,12,1089,12.1,1,1,2,1,0,0,4,1,0.08,0.08,0.17,0.08,0.17,big5_club
DEN,"DF,MF",28,1997,22,19,1538,17.1,2,0,2,2,0,0,6,1,0.12,0.0,0.12,0.12,0.12,big5_club
JPN,MF,27,1998,31,28,2364,26.3,5,5,10,5,0,0,5,0,0.19,0.19,0.38,0.19,0.38,big5_club
GER,DF,29,1996,32,32,2833,31.5,3,1,4,3,0,0,3,1,0.1,0.03,0.13,0.1,0.13,big5_club
USA,"DF,MF",35,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,FW,21,2003,5,2,133,1.5,1,0,1,1,0,0,0,0,0.68,0.0,0.68,0.68,0.68,big5_club
GER,DF,33,1991,12,4,526,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,DF,32,1993,24,18,1547,17.2,0,3,3,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17,big5_club
BFA,MF,20,2005,10,3,347,3.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,22,2002,31,12,1301,14.5,5,1,6,5,0,0,2,0,0.35,0.07,0.42,0.35,0.42,big5_club
GER,MF,23,2001,8,3,248,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
SUI,DF,19,2005,18,14,1177,13.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
CRO,FW,22,2003,31,14,1571,17.5,11,2,13,10,1,2,0,0,0.63,0.11,0.74,0.57,0.69,big5_club
GER,MF,26,1999,28,20,1704,18.9,2,2,4,2,0,0,5,0,0.11,0.11,0.21,0.11,0.21,big5_club
SUI,MF,19,2005,27,26,2077,23.1,5,4,9,5,0,0,4,2,0.22,0.17,0.39,0.22,0.39,big5_club
FRA,DF,23,2001,20,12,1178,13.1,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,big5_club
AUT,FW,24,2001,9,7,446,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.4,0.2,0.4,big5_club
GER,"FW,MF",31,1994,33,25,2037,22.6,3,1,4,3,0,0,4,0,0.13,0.04,0.18,0.13,0.18,big5_club
GER,DF,32,1992,23,19,1587,17.6,2,2,4,2,0,0,3,0,0.11,0.11,0.23,0.11,0.23,big5_club
GER,DF,31,1994,32,32,2833,31.5,3,3,6,3,0,0,3,0,0.1,0.1,0.19,0.1,0.19,big5_club
GER,DF,22,2003,12,5,492,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,28,1996,34,34,3060,34.0,3,1,4,3,0,0,4,0,0.09,0.03,0.12,0.09,0.12,big5_club
GER,"FW,MF",31,1994,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,23,2002,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,35,1990,13,2,291,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,GK,23,2002,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,25,2000,20,13,1189,13.2,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,big5_club
AUT,DF,29,1996,20,14,1302,14.5,1,0,1,1,0,0,4,1,0.07,0.0,0.07,0.07,0.07,big5_club
GER,"DF,MF",24,2000,28,24,2186,24.3,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,big5_club
SUI,FW,18,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,32,1993,33,21,1710,19.0,7,4,11,3,4,4,0,0,0.37,0.21,0.58,0.16,0.37,big5_club
JPN,MF,23,2001,25,18,1632,18.1,4,2,6,4,0,0,3,0,0.22,0.11,0.33,0.22,0.33,big5_club
ARG,FW,19,2006,3,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
KOR,MF,22,2003,26,20,1584,17.6,3,1,4,3,0,0,2,2,0.17,0.06,0.23,0.17,0.23,big5_club
GER,FW,19,2006,1,0,5,0.1,0,1,1,0,0,0,0,0,0.0,18.0,18.0,0.0,18.0,big5_club
ITA,DF,20,2005,15,8,674,7.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,"MF,FW",28,1997,17,11,930,10.3,0,1,1,0,0,0,0,0,0.0,0.1,0.1,0.0,0.1,big5_club
FRA,"MF,FW",28,1996,28,24,1977,22.0,2,6,8,2,0,0,0,0,0.09,0.27,0.36,0.09,0.36,big5_club
USA,MF,22,2002,19,4,520,5.8,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,big5_club
ARM,FW,22,2003,8,0,119,1.3,1,0,1,1,0,0,1,0,0.76,0.0,0.76,0.76,0.76,big5_club
BIH,FW,31,1994,32,28,2382,26.5,13,3,16,13,0,2,5,0,0.49,0.11,0.6,0.49,0.6,big5_club
SWE,"MF,FW",22,2003,13,5,550,6.1,1,1,2,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,big5_club
GER,DF,21,2004,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
USA,"DF,MF",22,2002,32,29,2608,29.0,2,3,5,2,0,0,8,0,0.07,0.1,0.17,0.07,0.17,big5_club
IDN,DF,28,1996,30,28,2464,27.4,5,0,5,1,4,4,6,0,0.18,0.0,0.18,0.04,0.04,big5_club
AUT,MF,31,1993,29,15,1324,14.7,1,1,2,1,0,1,3,0,0.07,0.07,0.14,0.07,0.14,big5_club
JPN,DF,20,2004,8,3,342,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,"MF,DF",22,2003,15,10,940,10.4,0,2,2,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,big5_club
GER,"DF,MF",21,2004,23,14,1305,14.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,DF,29,1995,6,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
